release,title,genre,budget,opening,domestic,worldwide
20171222,Tiger Zinda Hai,Action,0,1787108,5560921,76607340
20171201,The Disaster Artist,Comedy,0,1211345,21120616,26061726
20171222,The Post,Drama,50000000,526011,81159866,152400164
20171215,Fang Hua,Drama,0,338604,1891956,223414744
20171208,"I, Tonya",Black Comedy,11000000,264155,29509813,45709813
20171225,Phantom Thread,Drama,0,216495,20713025,41413025
20171222,Along With The Gods: The Two Worlds,Action,0,185546,1908822,110418041
20171229,Qian Ren 3: Yan Zhi Da Zuo Zhan,Comedy,0,180920,837791,306848352
20171201,The Shape of Water,Drama,19500000,166564,60940802,148340802
20171201,Wonder Wheel,Drama,0,125570,1403237,7969645
20171201,The Swindlers,Thriller/Suspense,0,82818,241916,29572150
20171215,Qi Man Dun Jia,Action,0,57837,124187,46057737
20171229,Film Stars Don’t Die in Liverpool,Drama,0,45192,772478,2676871
20171222,Happy End,Drama,0,23091,285532,1300725
20171222,Hostiles,Western,0,22849,29614666,30801855
20171201,Toivon Tuolla Puolen,Comedy,0,15495,184090,1657686
20171227,Aus dem Nichts,Drama,0,10455,300212,559109
20171201,Big Time,Documentary,0,7347,7347,7347
20171201,Quest,Documentary,0,6591,47807,50018
20171215,"Psiconautas, los niños olvidados",Horror,0,5849,38785,52273
20171215,Permanent,Comedy,0,5722,12847,12847
20171215,The Ballad of Lefty Brown,Western,0,5559,7856,7856
20171201,xiu chun dao II: xiu luo zhan chang,Action,0,5296,14204,39397072
20171201,Shadowman,Documentary,0,4113,13498,13498
20171201,Badsville,Drama,0,3050,4153,4153
20171201,Oro,Adventure,0,2571,5539,4528185
20171201,The Tribes of Palos Verdes,Drama,0,796,4615,4615
20171221,The Lucky Man,Action,0,636,25015,25015
20171231,Swords and Sceptres,Drama,0,0,0,0
20171231,Aqours 2nd Love Live! Happy Party Tra…,Concert/Performance,0,0,0,22864
20171231,Kupi Menya,Drama,0,0,0,221967
20171231,Sachin,Documentary,0,0,0,6630190
20171231,The Front Runner,Drama,0,0,0,0
20171231,Mult v Kino: Vypusk No. 68,Adventure,0,0,0,106756
20171231,666 Cin Musallati,Horror,0,0,0,46798
20171231,Ver Kaç,Drama,0,0,0,21422
20171231,Ang Panday,Adventure,0,0,0,13476
20171231,Cheliyaa,Drama,0,0,0,6050
20171231,Mary Magdalene,Drama,0,0,0,7634
20171231,Deo Teibeul,Drama,0,0,0,731079
20171231,Askeladden – I Dovregubbens Hall,Adventure,0,0,0,85834
20171231,Magnum Opus,Drama,0,0,0,0
20171201,Drawing Home,Adventure,0,0,0,0
20171231,Untitled Universal Monster Franchise …,,0,0,0,0
20171231,Micro,Thriller/Suspense,0,0,0,0
20171231,Jue Shi Gao Shou,Comedy,0,0,0,14430000
20171231,Pappa Tamne Nahi Samjay,Drama,0,0,0,11482
20171231,Access All Areas,Drama,0,0,0,1346
20171231,Tátova volha,Comedy,0,0,0,582186
20171231,Toc Toc,Comedy,0,0,0,7163058
20171231,Les Aventures de Spirou et Fantasio,Adventure,0,0,0,1571520
20171231,Take That: Wonderland Live from the O2,Concert/Performance,0,0,0,1422889
20171231,Neruppuda,Action,0,0,0,2356
20171231,Lo Mas Sencillo es Complicarlo Todo,Comedy,0,0,0,1315612
20171231,Under the Eiffel Tower,Adventure,0,0,0,0
20171231,Australia Day,Drama,0,0,0,17346
20171231,Barbara,Drama,0,0,0,8070
20171231,Star Worlds Episode XXXIVE=MC2: The F…,Comedy,0,0,0,0
20171231,Miraç,Drama,0,0,0,17492
20171231,Podhuvaga Emmanasu Thangam,Action,0,0,0,1602
20171231,Verão Danado,Drama,0,0,0,4027
20171231,Tea Pets,Adventure,0,0,0,4010000
20171231,Bolshoi Ballet: The Taming of the Shrew,Concert/Performance,0,0,0,80510
20171231,The Pages,Thriller/Suspense,0,0,0,0
20171231,Live!,Action,0,0,0,0
20171231,Ach Spij Kochanie,Thriller/Suspense,0,0,0,27368
20171231,Ferrari 312B: Where the revolution be…,Documentary,0,0,0,22849
20171231,Dikkertje Dap,Adventure,0,0,0,2153891
20171231,Balloon,Horror,0,0,0,1196353
20171231,Falling in Love,Drama,0,0,0,1270000
20171231,Veleno,Drama,0,0,0,30997
20171231,Güzel Adam Süreyya,Documentary,0,0,0,8113
20171231,4N1K,Romantic Comedy,0,0,0,1412994
20171231,Sonagi,Adventure,0,0,0,76743
20171231,Mult v Kino: Vypusk No. 67,Adventure,0,0,0,93919
20171231,Going Places,Comedy,0,0,0,0
20171231,Sivalinga,Horror,0,0,0,18382
20171231,???????,Drama,0,0,0,76890
20171231,Namiya Zakkaten no Kiseki,Drama,0,0,0,35993410
20171231,Paw Patrol: Mission Big Screen,Adventure,0,0,0,54688
20171205,Everything Beautiful is Far Away,Drama,0,0,0,0
20171231,The Tale,Drama,0,0,0,0
20171231,11,Thriller/Suspense,0,0,0,69399
20171231,Normandie-Niemen,Drama,0,0,0,0
20171208,The Pirates Of Somalia,Drama,0,0,0,20678
20171231,El Fútbol o yo,Comedy,0,0,0,0
20171231,Polícia Federal: A Lei é Para Todos,Thriller/Suspense,0,0,0,2300000
20171231,Come Un Gatto in Tangenziale,Comedy,0,0,0,11600007
20171231,The Dwarf,Drama,0,0,0,0
20171231,Amar,Drama,0,0,0,63766
20180105,Insidious: The Last Key,Horror,0,29581355,67347895,165329498
20180126,Maze Runner: The Death Cure,Thriller/Suspense,61000000,24167011,57448833,283548833
20180119,12 Strong,Drama,35000000,15815025,45304911,59282395
20180119,Den of Thieves,Action,30000000,15206108,44863974,72363974
20180112,The Commuter,Action,0,13701452,36317285,86290783
20180112,Paddington 2,Adventure,0,11001961,40335451,198938660
20180112,Proud Mary,Action,0,9959053,20868638,21579735
20180125,Padmavati,Drama,0,4493384,11846060,21963600
20180119,Forever My Girl,Drama,3500000,4245630,16251220,16251220
20180119,Meari to majo no hana,Adventure,0,1515939,2358804,33129687
20180112,Condorito: La Pelicula,Adventure,0,248456,447719,7147719
20180105,Yao Ling Ling,Comedy,0,79180,186135,56681972
20180119,The Final Year,Documentary,0,67971,191900,265072
20180105,Namiya,Drama,0,39584,39584,22859584
20180112,Parchi,Comedy,0,34437,69431,77113
20180112,L’insulte,Drama,0,24600,911469,1849806
20180112,Wastelander,Action,0,23078,57545,57545
20180119,The Road Movie,Documentary,0,17175,35757,35757
20180105,Django,Documentary,0,11722,56556,252722
20180126,Desolation,Thriller/Suspense,0,11320,16920,16920
20180126,Da Shi Jie,Comedy,0,10463,70956,180956
20180117,Beuys,Documentary,0,9084,53676,66562
20180112,Memorias del subdesarrollo,Drama,0,8244,29647,29647
20180119,Ridge Runners,Drama,0,8015,26019,26019
20180119,A Ciambra,Drama,0,6330,30988,61980
20180105,Bar Bahar,Drama,0,5888,84901,874332
20180112,My Art,Comedy,0,5538,12554,12554
20180126,Like Me,Drama,0,5064,12965,12965
20180112,Freak Show,Comedy,0,4809,18216,18216
20180126,Please Stand By,Drama,0,4090,9868,10765
20180119,Mama Africa,Documentary,0,3495,9808,9808
20180112,Vazante,Drama,0,3489,19056,19056
20180112,Humor Me,Comedy,0,3342,38419,38419
20180105,In the Land of Pomegranates,Documentary,0,3072,7014,7014
20180126,Kickboxer: Retaliation,Action,0,3061,4537,31049
20180119,Kangaroo,Documentary,0,2282,4547,4547
20180126,West of the Jordan River,Documentary,0,1047,1926,1926
20180123,Batman: Gotham By Gaslight,Adventure,0,0,0,0
20180123,"Diana, Our Mother, Her Life and Legacy",Documentary,0,0,0,0
20180105,Er Dai Yao Jing,Romantic Comedy,0,0,0,45370000
20180109,Scooby-Doo! & Batman: The Brave and t…,Action,0,0,0,0
20180130,Viva L’Italia,Documentary,0,0,0,0
20180112,Acts of Violence,Action,0,0,0,0
20180119,This Giant Papier-Mâché Boulder Is …,Action,0,0,0,16268
20180109,Somebody’s Mother,Drama,0,0,0,0
20180119,Mom & Dad,Black Comedy,0,0,0,0
20180130,Eruption L.A.,Action,0,0,0,0
20180119,Dance Baby Dance,Drama,0,0,0,0
20180102,Love at First Glance,Drama,0,0,0,0
20180105,The Strange Ones,Thriller/Suspense,0,0,0,0
20180112,Abe & Phil's Last Poker Game,Comedy,0,0,0,0
20180130,Rendel: Dark Vengeance,Action,0,0,0,0
20180116,100 Men,Documentary,0,0,0,0
20180126,American Folk,Drama,0,0,0,0
20180123,A Dog and Pony Show,Comedy,0,0,0,0
20180116,The Track,Drama,0,0,0,0
20180109,Dark Harvest,Drama,0,0,0,0
20180126,The Competition,Romantic Comedy,0,0,0,0
20180123,Dark Meridian,Thriller/Suspense,0,0,0,0
20180123,Surviving Indie,Documentary,0,0,0,0
20180123,Trump: The Art of the Insult,Documentary,0,0,0,0
20180112,Ku Qian,Documentary,0,0,0,0
20180109,Crazy Famous,Comedy,0,0,0,0
20180126,The Clapper,Comedy,0,0,0,6959
20180130,Pipeline Fighters,Documentary,0,0,0,0
20180105,Stratton,Action,0,0,0,95743
20180116,’89,Documentary,0,0,0,0
20180109,Chasing Evel: The Robbie Knievel Story,Documentary,0,0,0,0
20180129,‘85 The Greatest Team in Football H…,Documentary,0,0,115463,115463
20180102,Death Island: Paranormal Retribution,Horror,0,0,0,0
20180103,Anatomy of a Male Ballet Dancer,Documentary,0,0,0,0
20180119,Small Town Crime,Thriller/Suspense,0,0,0,0
20180125,Geugeotmani Nae Sesang,Comedy,0,0,0,25706876
20180116,Pornocratie: Les nouvelles multinatio…,Documentary,0,0,0,0
20180109,Nuclear Crisis: Planet Earth,Documentary,0,0,0,0
20180123,Jawbone,Action,0,0,0,33905
20180105,Madtown,Drama,0,0,0,0
20180119,The Revival,Drama,0,0,0,0
20180112,Inside,Horror,0,0,0,586727
20180119,Delirium,Horror,0,0,0,0
20180119,The Midnight Man,Horror,0,0,0,2401164
20180112,L’ Amant d’ un jour,Drama,0,0,0,23692
20180112,Saturday Church,Drama,0,0,0,0
20180123,Boyfriend Killer,Thriller/Suspense,0,0,0,0
20180123,Hunted by a Myth,Documentary,0,0,0,0
20180126,The Neighbor,Thriller/Suspense,0,0,0,0
20180109,Nails,Horror,0,0,0,0
20180130,The Underground,Documentary,0,0,0,0
20180109,CODumentary,Documentary,0,0,0,0
20180123,Exhibition On Screen: Hockney,Documentary,0,0,0,115600
20180102,Love Locks,Romantic Comedy,0,0,0,0
20180126,No Intenso Agora,Documentary,0,0,0,0
20180102,Bigfoot Country,Horror,0,0,0,0
20180105,Day of the Dead: Bloodline,Horror,0,0,0,59384
20180116,Hôhokekyo tonari no Yamada-kun,Adventure,0,0,0,0
20180105,Project Eden: Vol. 1,Thriller/Suspense,0,0,0,0
20180119,Showdown in Manila,Action,0,0,0,0
20180119,Gintama,Action,0,0,0,42089904
20180109,The Beyond,Horror,0,0,0,0
20180123,Act & Punishment,Documentary,0,0,0,0
20180216,Black Panther,Action,200000000,202003951,561697180,1078297180
20180209,Fifty Shades Freed,Drama,55000000,38560195,98382615,359382615
20180209,Peter Rabbit,Adventure,50000000,25010928,93433524,119633524
20180223,Game Night,Comedy,37000000,17005332,45004023,69608622
20180209,The 15:17 to Paris,Drama,30000000,12554286,35772875,53172875
20180223,Annihilation,Thriller/Suspense,55000000,11071584,26246833,26246833
20180202,Winchester,Thriller/Suspense,3500000,9307626,24871652,38511652
20180216,Early Man,Adventure,50000000,3190525,8030418,37017343
20180223,Every Day,Drama,0,3016149,5630476,6340900
20180216,Samson,Drama,0,1942569,4627245,4676322
20180209,La Boda de Valentina,Romantic Comedy,0,1147073,2761091,11023061
20180209,Padman,Comedy,0,740313,1662927,18027900
20180216,Tang Ren Jie Tan An 2,Action,0,704047,1908114,524603114
20180209,2018 Oscar Shorts,Multiple Genres,0,695044,3465810,3468155
20180223,Hong Hai Xing Dong,Action,0,436059,1279397,530604397
20180216,Zhuo yao ji 2,Adventure,0,341834,706153,356216961
20180202,Bilal: A New Breed of Hero,Adventure,30000000,309951,490515,636684
20180209,But Deliver Us From Evil,Horror,0,99541,216079,216079
20180216,Xi You Ji Nu Er Guo,Action,0,95577,187074,114286104
20180214,L'Amant Double,Drama,0,76947,160759,1321186
20180202,Una mujer fantástica,Drama,0,64241,781558,1697060
20180223,Dong Du Te Gong,Comedy,0,62235,138031,138031
20180202,Nan Ji Jue Lian,Adventure,0,57713,118352,36985062
20180216,Nelyubov,Drama,0,38184,221568,2902600
20180216,The Party,Drama,0,37396,485143,3324946
20180216,Joseon Myungtamjung: Heubhyeolgwimaui…,Comedy,0,30288,103523,18677948
20180223,Le Jeune Karl Marx,Drama,0,26097,79407,268479
20180216,Nostalgia,Drama,0,15955,84000,84000
20180209,Golden Exits,Drama,0,11719,37801,37801
20180216,Western,Drama,0,8534,23026,23026
20180202,Sanpo Suru Shinryakusha,Drama,0,8370,45190,45190
20180202,24 Frames: Before and After Lumiere,Drama,0,8101,28551,28551
20180209,The Female Brain,Comedy,0,6886,16273,16273
20180216,The Boy Downstairs,Romantic Comedy,0,5995,13638,13638
20180216,Mind Game,Adventure,0,5609,21054,21054
20180214,Tehran Taboo,Drama,0,4962,37637,37637
20180214,The Wedding Party 2: Destination Dubai,Comedy,0,4905,11140,73115
20180223,The Cured,Horror,0,4875,10936,10936
20180223,November,Drama,0,4300,8620,8620
20180202,The Cage Fighter,Reality,0,1204,2027,2027
20180206,Along for the Ride,Documentary,0,0,0,0
20180209,Becks,Drama,0,0,0,0
20180206,House of Demons,Horror,0,0,0,0
20180220,The Perfect Bride,Drama,0,0,0,0
20180209,Caffè,Drama,0,0,0,0
20180202,Living Among Us,Horror,0,0,0,0
20180213,Lucky U Ranch,Drama,0,0,0,0
20180206,Accident Man,Action,0,0,0,0
20180213,Hellraiser: Judgment,Horror,0,0,0,0
20180220,Rise of the Footsoldier Part II,Drama,0,0,0,8145
20180209,Happy Family,Adventure,0,0,0,12139861
20180213,#FromJennifer,Horror,0,0,0,0
20180223,Curvature,Drama,0,0,0,0
20180223,7 Guardians of the Tomb,Action,0,0,0,7623196
20180213,The Hudson Tribes,Thriller/Suspense,0,0,0,0
20180213,Bobby the Hedgehog,Adventure,0,0,0,1341228
20180223,The Lodgers,Horror,0,0,0,0
20180223,El Mar La Mar,Documentary,0,0,0,0
20180216,The Scent of Rain and Lightning,Drama,0,0,0,0
20180206,Sebastian,Drama,0,0,0,0
20180216,Looking Glass,Thriller/Suspense,0,0,0,0
20180220,Australien Skies 2: Contact of Interest,Documentary,0,0,0,0
20180216,Aiyaary,Drama,0,0,0,150418
20180227,Serpent’s Lair,Horror,0,0,0,0
20180220,Mad to be Normal,Drama,0,0,0,81787
20180228,Did You Wonder Who Fired The Gun?,Documentary,0,0,0,0
20180202,Scorched Earth,Action,0,0,0,0
20180206,Pup Star,Adventure,0,0,0,0
20180206,Blueprint,Drama,0,0,0,0
20180209,Bomb City,Drama,0,0,0,0
20180202,La Musica del Silenzio,Drama,0,0,0,73741
20180209,First We Take Brooklyn,Drama,0,0,0,0
20180213,Grindhouse Nightmares,Horror,0,0,0,0
20180227,Primal Rage,Horror,0,0,0,0
20180213,The Exhibition,Documentary,0,0,0,0
20180223,Half Magic,Comedy,0,0,0,0
20180213,Lego DC Super Heroes: The Flash,Adventure,0,0,0,0
20180202,Shan zhong zhuan qi,Thriller/Suspense,0,0,4592,4592
20180213,Flint,Drama,0,0,0,0
20180213,That’s Not Me,Comedy,0,0,0,43554
20180213,Teenage Cocktail,Drama,0,0,0,0
20180223,Golden Slumber,Thriller/Suspense,0,0,0,10695562
20180206,Kill Order,Action,0,0,0,0
20180209,Still/Born,Horror,0,0,0,0
20180223,Mute,Thriller/Suspense,0,0,0,0
20180206,Red Dog: True Blue,Drama,0,0,0,6008925
20180220,Neat: The Story of Bourbon,Documentary,0,0,0,0
20180206,Off The Menu,Romantic Comedy,0,0,0,0
20180209,Entanglement,Romantic Comedy,0,0,0,0
20180206,Casanova Variations,Drama,0,0,0,0
20180209,Fake Blood,Documentary,0,0,0,0
20180206,Basmati Blues,Musical,0,0,0,15651
20180209,Estiu 1993,Drama,0,0,0,1428032
20180204,The Cloverfield Paradox,Horror,0,0,0,0
20180223,Hannah,Drama,0,0,0,88558
20180213,A Bond Unbroken,Documentary,0,0,0,0
20180213,Have a Little Faith,Drama,0,0,0,0
20180209,The Peacemaker,Documentary,0,0,0,0
20180213,Landline: A Vans Snowboarding Video,Documentary,0,0,0,0
20180202,Braven,Action,0,0,0,122072
20180309,A Wrinkle in Time,Adventure,103000000,33123609,33123609,39423609
20180302,Red Sparrow,Thriller/Suspense,69000000,16853422,31471006,83271006
20180302,Death Wish,Action,30000000,13010267,23856431,28306431
20180309,The Strangers: Prey at Night,Horror,0,10402271,10402271,10542271
20180309,The Hurricane Heist,Thriller/Suspense,40000000,3024399,3024399,6184399
20180309,Gringo,Black Comedy,0,2722420,2722420,3578420
20180309,Thoroughbreds,Drama,0,1224430,1224430,1224430
20180309,The Death of Stalin,Comedy,0,184805,184805,7650692
20180302,Foxtrot,Drama,0,31629,69883,69883
20180309,Leaning into the Wind,Documentary,0,24840,24840,24840
20180309,Meditation Park,Drama,0,19976,19976,19976
20180309,Gui Mi 2,Comedy,0,15044,15044,9823382
20180302,Oh Lucy!,Comedy,0,14569,53170,53170
20180309,Itzhak,Documentary,0,14442,14442,14442
20180302,Death House,Horror,0,10140,10615,10615
20180302,Apocalypsis,Thriller/Suspense,0,3945,6502,6502
20180302,American Socialist: The Life & Times …,Documentary,0,2823,2823,2823
20180302,Souvenir,Drama,0,2267,2267,65144
20180309,Our Blood is Wine,Documentary,0,1540,1540,1540
20180323,Les Fantômes d'Ismaël,Thriller/Suspense,0,0,0,1165000
20180306,Firetrail,Action,0,0,0,0
20180302,Submission,Drama,0,0,3394,3394
20180302,The Vanishing of Sidney Hall,Drama,0,0,0,0
20180328,The Gardener,Documentary,0,0,0,0
20180330,Love After Love,Drama,0,0,0,0
20180313,Wedding March 2: Resorting to Love,Romantic Comedy,0,0,0,0
20180323,Pacific Rim: Uprising,Action,150000000,0,0,0
20180309,3 Storeys,,0,0,0,5578
20180309,Los Angeles Overnight,Thriller/Suspense,0,0,0,0
20180316,I Can Only Imagine,Drama,0,0,0,0
20180330,A Little Something for your Birthday,Comedy,0,0,0,60301
20180316,Maineland,Documentary,0,0,0,0
20180302,Mohawk,Horror,0,0,0,0
20180330,Outside In,Drama,0,0,0,0
20180330,Finding Your Feet,Comedy,0,0,0,6178017
20180306,Wu Kong,Action,0,0,0,0
20180331,God Bless the Broken Road,Drama,0,0,0,0
20180313,"Uncle Tony, Three Fools and the Secre…",Documentary,0,0,0,0
20180302,Hondros,Documentary,0,0,0,0
20180326,The Executioners,Horror,0,0,0,0
20180302,Midnighters,Thriller/Suspense,0,0,0,0
20180316,Furlough,Comedy,0,0,0,0
20180316,7 Days in Entebbe,Drama,0,0,0,0
20180330,Birthmarked,Comedy,0,0,0,0
20180306,Eat Me,Thriller/Suspense,0,0,0,0
20180323,The Chamber,Thriller/Suspense,0,0,0,0
20180302,Lasciati Andare,Comedy,0,0,0,2102446
20180323,Getting Grace,Comedy,0,0,0,0
20180306,American Yogi,Documentary,0,0,0,0
20180330,The Last Movie Star,Drama,0,0,0,0
20180323,L’atalier,,0,0,0,0
20180323,Followers,Thriller/Suspense,0,0,0,0
20180316,The Happys,Comedy,0,0,0,0
20180323,Le Vin et le Vent,Drama,0,0,0,1168234
20180316,Allure,Thriller/Suspense,0,0,0,0
20180323,Final Portrait,Drama,0,0,0,1020073
20180330,After Louie,Drama,0,0,0,0
20180331,L'Odyssée,Drama,0,0,0,767743
20180323,"Paul, Apostle of Christ",Adventure,0,0,0,0
20180329,Ready Player One,Adventure,0,0,0,0
20180316,Dear Dictator,Comedy,0,0,0,0
20180316,Josie,Drama,0,0,0,0
20180313,Suspiria,Horror,0,0,0,2311
20180323,Sherlock Gnomes,Adventure,0,0,0,0
20180320,Augie,Documentary,0,0,0,0
20180309,Volki i ovtsy,Adventure,0,0,0,3459506
20180313,Hellcat’s Revenge,Action,0,0,0,0
20180309,1:54,Drama,0,0,0,0
20180323,Unsane,Thriller/Suspense,0,0,0,0
20180323,Isle of Dogs,Comedy,0,0,0,0
20180320,Courting a Killer,Thriller/Suspense,0,0,0,0
20180330,God’s Not Dead: A Light in Darkness,Drama,0,0,0,0
20180323,Izzy Gets the F**k Across Town,,0,0,0,0
20180316,Keep The Change,Romantic Comedy,0,0,0,12544
20180316,Flower,Drama,0,0,0,0
20180302,Dance Academy,Drama,0,0,0,1535387
20180316,Tilt,Thriller/Suspense,0,0,0,0
20180323,Un Sac De Billes,Drama,0,0,0,1056050
20180302,They Remain,Thriller/Suspense,0,0,0,0
20180330,Caught,Horror,0,0,0,0
20180330,Status Update,Comedy,0,0,0,190188
20180313,When The Starlight Ends,Romantic Comedy,0,0,0,0
20180302,Pickings,Western,0,0,0,0
20180323,Pyewacket,Horror,0,0,0,0
20180327,Batman & Mr. Freeze: Subzero,Adventure,0,0,0,0
20180330,Acrimony,Thriller/Suspense,0,0,0,0
20180328,Kirk Cameron: Connect,Documentary,0,0,0,0
20180306,Con Man,Drama,0,0,0,0
20180323,Hichki,Drama,0,0,0,0
20180323,I Kill Giants,Horror,0,0,0,0
20180323,What We Started,Documentary,0,0,0,0
20180309,La caméra de Claire,Drama,0,0,0,0
20180316,"Love, Simon",Drama,0,0,0,0
20180323,Midnight Sun,Drama,0,0,0,0
20180323,Shifting Gears,Action,0,0,0,0
20180316,Tomb Raider,Action,0,0,0,14100000
20180316,Ramen Heads,Documentary,0,0,0,0
20180330,The China Hustle,Documentary,0,0,0,0
20180309,The Leisure Seeker,Drama,0,0,0,14004977
20180302,Don’t Talk to Irene,Comedy,0,0,0,0
